title,artist,album,release_date,genre,rank,chartyear
내 님의 사랑은,양희은,양희은 골든 15,1974,포크/블루스,11,1974

내곁에 있어주,이수미,"한국의 명곡 특선 시리즈, 6인의 걸작선",1974,성인가요/트로트,12,1974

노래하는 곳에,윤항기,골든 힛트 앨범,1974,성인가요/트로트,13,1974

눈이 내리네,이숙,나를 잊으셨나요 / 눈이 내리네,1974,성인가요/트로트,14,1974

당신의 모든 것을,원프러스원,7080 그립다 그 시절,1974,포크/블루스,15,1974

모정의 세월,한세일,그시절 그노래 4집,1974,성인가요/트로트,16,1974

바람에 실려,하남석,우는 아이 바보야,1974,성인가요/트로트,17,1974

불 꺼진 창,조영남,세월속에서 건져올린 조영남의 오리지널 Vol.2,1974,성인가요/트로트,18,1974

비,김세환,김세환 베스트,1974,포크/블루스,19,1974

사랑의 진실,어니언스,한국가요사 13집,1974,발라드,20,1974

새는,송창식,송창식 골든 포크,1974,포크/블루스,21,1974

서로 좋아해,남진,남진 베스트 2,1974,성인가요/트로트,22,1974

8번 (아야 우지마라),박두호,아름다운 사람아 아름다운 노래를,1974,포크/블루스,23,1974

이름 모를 소녀 (Narr. 이윤선),김정호,김정호 골든,1974,성인가요/트로트,24,1974

이별,패티김,패티김 베스트 2,1974,성인가요/트로트,25,1974

인어이야기,허림,김기웅 걸작선,1974,성인가요/트로트,26,1974

잊게 해주오,템페스트,그룹사운드 슈퍼히트 콜렉션 (이제는 / 그리운 건 너),1974,록/메탈,27,1974

작은 배,양희은,양희은 골든 베스트 18,1974,포크/블루스,28,1974

저꽃속에 찬란한 빛이,박경희,김기웅 걸작선,1974,성인가요/트로트,29,1974

저 별과 달을,어니언스,"어니언스 16 (편지, 작은새)",1974,포크/블루스,30,1974

제비,조영남,사랑이란,1974,발라드,31,1974

조용한 여자,이연실,고운노래모음,1974,포크/블루스,32,1974

좋은걸 어떡해,김세환,김세환 베스트,1974,포크/블루스,33,1974

참 예쁘네요,현경과 영애,현경과 영애 1집,1974,포크/블루스,34,1974

철지난 바닷가,송창식,송창식 16 (창밖에는 비 오고요),1974,포크/블루스,35,1974

편지,어니언스,"어니언스 16 (편지, 작은새)",1974,포크/블루스,36,1974

편지,어니언스 (이수영),Precious Memories,1974,발라드,37,1974

피리부는 사나이,송창식,송창식 골든 포크,1974,포크/블루스,38,1974

하얀 조가비,박인희,박인희 힛트곡 전집,1974,포크/블루스,39,1974

한잔의 추억,이장희,이장희,1974,포크/블루스,40,1974

향수에 젖어서,지은아,"이숙,지은아 힛트앨범",1974,성인가요/트로트,41,1974

가을편지,최양숙,기다리겠어요,1975,성인가요/트로트,1,1975

고래사냥,송창식,송창식 골든 제2집,1975,포크/블루스,2,1975

긴머리 소녀,둘 다섯,둘 다섯 전집,1975,포크/블루스,3,1975

길가에 앉아서,김세환,김세환 베스트,1975,포크/블루스,4,1975

나그네 (불망곡) (Narr. 이윤선),김정호,김정호 골든,1975,성인가요/트로트,5,1975

나는 몰라요,옥희,Invite,1975,성인가요/트로트,6,1975

나는 못난이,딕 훼밀리,나는 못난이/언약/흰구름 먹구름,1975,록/메탈,7,1975

나에게 애인이 있다면,남진,남진 베스트 2,1975,성인가요/트로트,8,1975

날이 갈수록,송창식,"송창식 (가위, 바위, 보)",1975,포크/블루스,9,1975

너,이종용,겨울아이,1975,발라드,10,1975

눈으로만 말해요,옥희,Invite,1975,성인가요/트로트,11,1975

당신은 몰라,검은 나비,검은나비 1집,1975,성인가요/트로트,12,1975

등불,4월과 5월,가요 골든 힛트 제4집,1975,발라드,13,1975

마음은 서러워도,박일남,앵콜 메들리 60 Vol.2,1975,성인가요/트로트,14,1975

맨처음 고백,송창식,송창식 골든 제1집,1975,포크/블루스,15,1975

모든 것 끝난 뒤,이수만,Greatest Hits,1975,성인가요/트로트,16,1975

미인,신중현과 엽전들,신중현과 엽전들 1집,1975,록/메탈,17,1975

바보,윤형주,윤형주 골든 히트 (1970-'83),1975,포크/블루스,18,1975

비개인 오후,"박인희,이연실",박인희/이연실 힛트앨범,1975,포크/블루스,19,1975

빗속을 둘이서,양희은,양희은 골든 베스트 18,1975,포크/블루스,20,1975

애들은 가라,송창식,영훼밀리 시리즈 4,1975,성인가요/트로트,21,1975

어제 내린 비,윤형주,섬 청년 마음/어느 사랑의 이야기,1975,포크/블루스,22,1975

얼굴,윤연선,매혹의 노래모음,1975,발라드,23,1975

여고 졸업반,김인순,가요 골든 힛트 제1집,1975,발라드,24,1975

영상,논두렁 밭두렁,나의 성,1975,발라드,25,1975

옥의 슬픔,한대수,멀고 먼 길,1975,포크/블루스,26,1975

이거야 정말,윤복희,윤복희 힛트 앨범,1975,성인가요/트로트,27,1975

잊으리,이승연,말해버릴까/풍년고향,1975,성인가요/트로트,28,1975

작별,이정근,나는 못난이/언약/흰구름 먹구름,1975,성인가요/트로트,29,1975

장미빛 스카프,윤항기,윤항기 힛트 앨범,1975,성인가요/트로트,30,1975

정말로 너무 해,서수남과 하청일,골든 베스트 콜렉션,1975,포크/블루스,31,1975

조약돌,박상규,박상규 Best,1975,발라드,32,1975

찬비,하수영,하수영 Best,1975,성인가요/트로트,33,1975

푸른 하늘 아래로,김정호,"작은새, 푸른 하늘 아래로",1975,포크/블루스,34,1975

하얀 나비 (Narr. 이윤선),김정호,김정호 골든,1975,성인가요/트로트,35,1975

해뜰 날,송대관,송대관 슈퍼 골든,1975,성인가요/트로트,36,1975

화가 났을까,김세환,김세환 노래모음,1975,포크/블루스,37,1975

휘파람을 부세요,정미조,가요 골든 힛트 제3집,1975,발라드,38,1975

고목나무,장욱조,유리꽃,1976,성인가요/트로트,1,1976

그누가 모르나,이영식,그시절 그노래 제 23집,1976,성인가요/트로트,2,1976

그 소녀,권태수,권태수 힛트곡 선집,1976,성인가요/트로트,3,1976

그대 있음에,송창식,송창식 골든 포크,1976,포크/블루스,4,1976

그리운 사람은,이필원,이필원 골든히트,1976,포크/블루스,5,1976

끝이 없는 길,박인희,박인희 힛트곡 전집,1976,포크/블루스,6,1976

나를 두고 아리랑,Trippers,Trippers,1976,성인가요/트로트,7,1976

눈으로,권태수,권태수 힛트곡 선집,1976,성인가요/트로트,8,1976

눈이 큰 아이,버들피리,골든앨범,1976,성인가요/트로트,9,1976

당신은 모르실거야,혜은이,4인 골든 힛트송 2집,1976,성인가요/트로트,10,1976

두마음,산이슬,이사가던 날,1976,포크/블루스,11,1976

둘일 때는 좋았지,송창식,송창식 1집,1976,포크/블루스,12,1976

둘이 걸었네,정종숙,Dream Folk Song 2000 Vol.4,1976,포크/블루스,13,1976

둘이서,박상규,박상규 Best,1976,발라드,14,1976

모래탑,김훈,김훈 베스트 10(내 가슴엔/그래서 좋아요),1976,성인가요/트로트,15,1976

비에 젖은 비둘기,이승연,골든독집 (왠말인가요),1976,성인가요/트로트,16,1976

빗물,채은옥,채은옥,1976,발라드,17,1976

빗속을 둘이서,투에이스,Two Ace 금과 은,1976,성인가요/트로트,18,1976

사랑을 미워해,투에이스,Two Ace 금과 은,1976,성인가요/트로트,19,1976

새끼 손가락,정종숙,골든 디럭스 20,1976,발라드,20,1976

섬소년,이정선,이정선1집,1976,포크/블루스,21,1976

세월만 가네,Trippers,Trippers,1976,성인가요/트로트,22,1976

슬픈 노래는 싫어요,김세환,Golden Folk Album Vol.14,1976,포크/블루스,23,1976

슬픈 노래는 싫어요,유승엽,젊음의 노래 16 히트곡 모음 2,1976,발라드,24,1976

시골길,임성훈,꿈이야기 / 시골길,1976,발라드,25,1976

아내에게 바치는 노래,하수영,하수영 Best,1976,성인가요/트로트,26,1976

아직도 그대는 내사랑,이은하,힛트전집,1976,성인가요/트로트,27,1976

애심,전영록,애심/그대여,1976,"발라드, 성인가요/트로트",28,1976

이 다음에 우리는,박지영,YOUNG FOLK ALBUM VOL.2,1976,포크/블루스,29,1976

이렇게 당신생각에,김훈,Four Seasons Young Family Vol.1,1976,성인가요/트로트,30,1976

이상해,송창식,가요 골든 힛트 제5집,1976,발라드,31,1976

일기,둘 다섯,낭만포크 2,1976,포크/블루스,32,1976

정주고 내가우네,Trippers,Trippers,1976,성인가요/트로트,33,1976

처녀 뱃사공,투에이스,옛노래 모음,1976,성인가요/트로트,34,1976

터질거에요,김씨네,노래백년 가요백년 8,1976,성인가요/트로트,35,1976

파도,이수만,Greatest Hits,1976,성인가요/트로트,36,1976

푸른 하늘 아래로,투에이스,Two Ace 금과 은,1976,성인가요/트로트,37,1976

푸른교실,김인순,푸른교실 / 선생님 안녕히 (영화 주제곡집),1976,발라드,38,1976

한사람,양희은,이문세ㆍ양희은 골든,1976,포크/블루스,39,1976

과수원 길,서수남과 하청일,골든 베스트 콜렉션,1977,포크/블루스,1,1977

꽃순이를 아시나요,김국환,타타타,1977,성인가요/트로트,2,1977

나비소녀,김세화,20인 골든 베스트 2집,1977,포크/블루스,3,1977

나의 20년,장계현,골든 베스트 콜렉션,1977,성인가요/트로트,4,1977

나의 사람아,김민식,젊음의 노래 16 히트곡 모음 2,1977,발라드,5,1977

내고향 충청도,조영남,조영남의 밀레니엄 앨범,1977,발라드,6,1977

내 노래에 날개가 있다면,김세화,70 골든 통기타 모음집3,1977,포크/블루스,7,1977

내마음 갈곳을 잃어,최백호,최백호 전집,1977,성인가요/트로트,8,1977

네 꿈을 펼쳐라,양희은,양희은 골든 15,1977,포크/블루스,9,1977

눈으로,권태수,권태수 힛트곡 선집,1977,성인가요/트로트,10,1977

돌아와요 부산항에,조용필,조용필,1977,성인가요/트로트,11,1977

두 손을 잡아요,옥희,Invite,1977,성인가요/트로트,12,1977

들길 따라서,양희은,양희은 골든 15,1977,포크/블루스,13,1977

뛰뛰 빵빵,혜은이,혜은이 골든 앨범 - 당신은 모르실거야 / 제3 한강교,1977,성인가요/트로트,14,1977

뛰어,최백호,최백호 전집,1977,성인가요/트로트,15,1977

목화밭,하사와 병장,70 & 80 Best Songs 3,1977,성인가요/트로트,16,1977

방랑자,박인희,박인희 힛트곡 전집,1977,포크/블루스,17,1977

섬마을 선생님,이미자,박춘석 작곡집 (이미자 스테레오 힛트 제5집),1977,성인가요/트로트,18,1977

세월,최헌,골든 베스트,1977,성인가요/트로트,19,1977

소녀와 가로등,진미령,4인 골든 힛트송 1집 (김종찬 외 3인),1977,성인가요/트로트,20,1977

아니야,조경수,골든 베스트 콜렉션,1977,성인가요/트로트,21,1977

어디쯤 가고 있을까,전영,전영 히트 전집,1977,성인가요/트로트,22,1977

영아,김만수,김만수 히트전집,1977,포크/블루스,23,1977

오동잎,최헌,골든 베스트,1977,성인가요/트로트,24,1977

이웃사촌,옥희,Invite,1977,성인가요/트로트,25,1977

정,조용필,조용필,1977,성인가요/트로트,26,1977

정아,투에이스,금과은,1977,성인가요/트로트,27,1977

제비처럼,윤승희,7080 그립다 그 시절,1977,포크/블루스,28,1977

진짜진짜 좋아해,혜은이,혜은이 골든 앨범 - 당신은 모르실거야 / 제3 한강교,1977,성인가요/트로트,29,1977

타국에서,이미자,"이미자, 그리움",1977,성인가요/트로트,30,1977

푸른 시절,김만수,김만수 히트전집,1977,포크/블루스,31,1977

한송이 꿈,이수만,Greatest Hits,1977,성인가요/트로트,32,1977

행복,이수만,내 진정 당신을 / 행복,1977,발라드,33,1977

호수에 잠긴 달,세부엉,세부엉1집,1977,발라드,34,1977

흰 구름 먹구름,딕 훼밀리,나는 못난이/언약/흰구름 먹구름,1977,성인가요/트로트,35,1977

가시리,이명우,"대학가요제 1, 2회 실황",1978,발라드,1,1978

갈대,윤수일,"나나, 석양의 여인",1978,성인가요/트로트,2,1978

감수광,혜은이,혜은이 골든 앨범 - 당신은 모르실거야 / 제3 한강교,1978,성인가요/트로트,3,1978

겨울 장미,이은하,이은하 The Golden Best,1978,댄스,4,1978

고귀한 선물,장은아,장은아 베스트,1978,포크/블루스,5,1978

곡예사의 첫사랑,박경애,박경애 골든,1978,성인가요/트로트,6,1978

공연히,윤시내,내마음 너무도 몰라,1978,성인가요/트로트,7,1978

구름 나그네,최헌,골든 베스트,1978,성인가요/트로트,8,1978

그쟈,최백호,최백호 전집,1978,성인가요/트로트,9,1978

긴 세월,투에이스,긴세월/순이생각,1978,성인가요/트로트,10,1978

꼬마인형,현이와 덕이,현이와 덕이,1978,성인가요/트로트,11,1978

나 어떡해 (77년 대상),샌드 페블즈,제2회 78 MBC 대학가요제,1978,발라드,12,1978

나도 모르게,권은경,푸른파도 갈매기야,1978,성인가요/트로트,13,1978

나성 (L.A) 에 가면,세샘 트리오,길옥윤 작품집,1978,성인가요/트로트,14,1978

난 정말 몰랐었네,최병걸,최병걸 골든,1978,발라드,15,1978

내 마음에 주단을 깔고,산울림,산울림 제2집 - 내 마음에 주단을 깔고,1978,록/메탈,16,1978

너무합니다,김수희,김수희 2,1978,성인가요/트로트,17,1978

눈물로 쓴 편지(겨울여자 주제곡),김세화,대힛트 가요모음 2,1978,성인가요/트로트,18,1978

다락방,논두렁 밭두렁,나의 성,1978,발라드,19,1978

돌려줄수 없나요,조경수,골든 베스트 콜렉션,1978,성인가요/트로트,20,1978

망부석,김태곤,골든 디럭스 20,1978,성인가요/트로트,21,1978

머무는곳 그 어딜지 몰라도,박경희,김기웅 걸작선,1978,성인가요/트로트,22,1978

먼훗날,김미성,으뜸나라 아름나무,1978,성인가요/트로트,23,1978

문 좀 열어줘,산울림,산울림 새노래 모음,1978,록/메탈,24,1978

밀려오는 파도소리에,썰물,제2회 78 MBC 대학가요제,1978,발라드,25,1978

밤에 가겠소,머슴아들,골든앨범,1978,성인가요/트로트,26,1978

밤차,이은하,이은하 The Golden Best,1978,댄스,27,1978

봄비 (1970년작),박인수,앤솔로지 파트1 (Anthology Part 1),1978,록/메탈,28,1978

빨간풍선,산울림,조금만 기다려요,1978,록/메탈,29,1978

사랑만은 않겠어요,윤수일,"나나, 석양의 여인",1978,성인가요/트로트,30,1978

서울야곡,전영,전영 히트 전집,1978,성인가요/트로트,31,1978
